"Código OACI","CIAD","Id to Tipo de Uso","Nome","Município","UF","Longitude","Latitude","Altitude","Operação Diurna","Operação Noturna","Designação 1","Comprimento 1","Largura 1","Resistência 1","Superfície 1","Designação 2","Comprimento 2","Largura 2","Resistência 2","Superfície 2","Portaria de Registro","Link Portaria"
"SIUE","PE0034",1,"Suape","IPOJUCA","PE","035°00'31""W","08°21'48""S","62 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2295.pdf","PA2014-2295"
"SIJC","SP0509",1,"Fazenda Jatobá","SANTO ANTÔNIO DE POSSE","SP","047°02'02,4""W","22°34'58,6""S","613 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-0871.pdf","PA2014-0871"
"SWTE","SP0831",1,"WEST SIDE","BARUERI","SP","046°50'58""W","23°30'13""S","898 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.516.pdf","PA2023-11.516"
"SSBP","PR0131",1,"Parque Barigui","CURITIBA","PR","049°18'55""W","25°25'52""S","895 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8261.pdf","PA2022-8261"
"SWBM","MG0280",1,"Bauminas","CATAGUASES","MG","042°43'57""W","21°22'32""S","192 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0021.pdf","PA2018-0021"
"SJZJ","SP0685",1,"Villa Dória","CAMPOS DO JORDÃO","SP","045°31'47""W","22°41'53""S","1592 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2120.pdf","PA2020-2120"
"SDWW","SC0117",1,"Milano","FLORIANÓPOLIS","SC","048°32'33,7""W","27°35'15,9""S","72 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-3852.pdf","PA2018-3852"
"SJBL","SP0597",1,"Fazenda São José","RIO CLARO","SP","047°29'21""W","22°19'50""S","644 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-1206.pdf","PA2014-1206"
"SJCA","SP0205",1,"Comandante Vittório Bonomi","MOCOCA","SP","047°02'49""W","21°31'54""S","621 m","VFR","VFR","","1600 m","35 m","45/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0499.pdf","PA2015-0499"
"SIHM","CE0033",1,"Dragão do Ar","FORTALEZA","CE","038°26'00,9""W","03°48'06""S","10 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9920.pdf","PA2022-9920"
"SDHD","RJ0040",1,"Complexo Hospitalar de Niterói","NITERÓI","RJ","043°06'57""W","22°53'40""S","57 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4373.pdf","PA2021-4373"
"","AB0152",1,"DEEPWATER CORCOVADO","","","","","34,4 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9001.pdf","PA2022-9001"
"SJBW","RS0073",1,"Berger Vile","SÃO LEOPOLDO","RS","051°12'35""W","29°43'59""S","8 m","VFR","Sem Operação","","799 m","18 m","5000 Kg /   0,25 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-2365.pdf","PA2017-2365"
"","AB0066",1,"ETESCO TAKATSUGU J","","","","","34,2 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.891.pdf","PA2024-13.891"
"","AL0047",1,"9º BPM","DELMIRO GOUVEIA","AL","037°59'11""W","09°21'30""S","260 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9495.pdf","PA2022-9495"
"","MG0544",1,"Gongo Soco","BARÃO DE COCAIS","MG","043°35'22""W","19°58'05""S","1062 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.261.pdf","PA2023-11.261"
"","AB0025",1,"FPSO Cidade de Ilhabela / CD Ilhabela","","","","","49,3 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.015.pdf","PA2023-12.015"
"SNCN","DF0016",1,"Parque Cidade ","BRASÍLIA","DF","047°53'37""W","15°47'44""S","1175 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6260.pdf","PA2021-6260"
"SSHI","PR0135",1,"IURD","CURITIBA","PR","049°15'41""W","25°26'32""S","929 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-1750.pdf","PA2017-1750"
"SNOM","MT0261",1,"Fazenda Guaporeí","VILA BELA DA SANTÍSSIMA TRINDADE","MT","060°13'26""W","15°00'56""S","305 m","VFR","Sem Operação","","1100 m","18 m","5700 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7483.pdf","PA2022-7483"
"SSKD","GO0106",1,"Fazenda Cristal 2","NOVA CRIXÁS","GO","050°27'10""W","14°20'29""S","294 m","","","","1026 m","23 m","6/F/C/Z/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-6832.pdf","PA2022-6832"
"SSNL","GO0171",1,"Louzandes","SILVÂNIA","GO","048°43'15""W","16°35'08""S","914 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-4251.pdf","PA2017-4251"
"","AB0168",1,"PETROBRAS 31","","","","","25 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9688.pdf","PA2022-9688"
"","SP1453",1,"Alphaville Nova Esplanada 2","VOTORANTIM","SP","047°28'26""W","23°33'32""S","635 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.517.pdf","PA2023-11.517"
"SWDI","SP0274",1,"Aeroagrícola Solo","PARANAPANEMA","SP","048°52'03""W","23°26'52""S","656 m","VFR","Sem Operação","","600 m","18 m","5600 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7176.pdf","PA2022-7176"
"SSPK","SP0767",1,"Panco 8","SÃO PAULO","SP","046°35'07""W","23°25'51""S","770 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1526.pdf","PA2019-1526"
"SDZP","SC0112",1,"Ninho do Pássaro III","INDAIAL","SC","049°14'35""W","26°53'07""S"," m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1781.pdf","PA2020-1781"
"SWQD","SP1291",1,"WYDA","SOROCABA","SP","047°26'11""W","23°26'36""S","585 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-0901.pdf","PA2020-0901"
"SDJW","SP0368",1,"Rede D'Or São Luiz Morumbi","SÃO PAULO","SP","046°42'12""W","23°35'27""S","784 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.920.pdf","PA2023-11.920"
"SWOD","BA0234",1,"Ondina","SALVADOR","BA","038°30'14""W","13°00'33""S","54 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1894.pdf","PA2016-1894"
"SDVW","SP0439",1,"Volkswagen do Brasil - Fábrica III","TAUBATÉ","SP","045°37'55""W","23°03'25""S","576 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-6906.pdf","PA2022-6906"
"","AB0151",1,"DEEPWATER MYKONOS","","","","","34,4 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9006.pdf","PA2022-9006"
"","MG0549",1,"Arjon","OURO PRETO","MG","043°43'13""W","20°16'14""S","994 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.959.pdf","PA2023-10.959"
"SWFB","SP1282",1,"Fazendas Bergamini","RIVERSUL","SP","049°25'27""W","23°47'14""S","604 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1263.pdf","PA2020-1263"
"SILV","SP0524",1,"VOCP","SÃO PAULO","SP","046°41'20""W","23°35'40""S","811 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0647.pdf","PA2018-0647"
"SSEL","PR0152",1,"ANAMI","SÃO JOSÉ DOS PINHAIS","PR","049°11'04""W","25°35'34""S","911 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-3027.pdf","PA2019-3027"
"SDOG","SP0394",1,"Península","GUARUJÁ","SP","046°12'11,2""W","23°59'49,7""S","62 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7003.pdf","PA2022-7003"
"","AB0189",1,"UMS VENUS","","","","","34,6 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.690.pdf","PA2023-12.690"
"SDMB","SP0384",1,"Benteler","CAMPINAS","SP","047°07'01""W","23°00'07""S","657 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8607.pdf","PA2022-8607"
"SWSK","SP0829",1,"Akron","SÃO PAULO","SP","046°36'21""W","23°36'33""S","765 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3477.pdf","PA2017-3477"
"SNTE","SP0731",1,"Terras II","ITU","SP","047°18'22""W","23°20'34""S","652 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-2491.pdf","PA2016-2491"
"SIUJ","SP0559",1,"The One Office Tower","SÃO JOSÉ DOS CAMPOS","SP","045°54'39""W","23°13'13""S","689 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.043.pdf","PA2023-12.043"
"SIVL","CE0040",1,"Del Rio","MARACANAÚ","CE","038°35'34""W","03°51'55,6""S","58 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-3054.pdf","PA2015-3054"
"SICX","BA0192",1,"Edifício Salvador Trade Center","SALVADOR","BA","038°27'13""W","12°59'02""S","106 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8815.pdf","PA2022-8815"
"SJXQ","RJ0120",1,"Cargo Park","RIO DE JANEIRO","RJ","043°17'01""W","22°48'55""S","6 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1337.pdf","PA2015-1337"
"SIDU","RJ0074",1,"Cidade da Polícia ","RIO DE JANEIRO","RJ","043°15'18""W","22°52'48""S","13 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0970.pdf","PA2015-0970"
"SDGS","SP0339",1,"Bertolucci","SÃO PAULO","SP","046°40'49""W","23°35'09""S","807 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11223.pdf","PA2023-11223"
"","AB0111",1,"FPSO CIDADE DE MARICÁ","","","","","33,9 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-6918.pdf","PA2022-6918"
"SNWA","SC0084",1,"Albor","ARAQUARI","SC","048°41'59""W","26°33'32""S","6 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-1709.pdf","PA2018-1709"
"SNWM","MG0262",1,"Marcelo Machado","JUIZ DE FORA","MG","043°23'49""W","21°47'10""S","928 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-1263.pdf","PA2018-1263"
"SWAT","BA0227",1,"Tauana","PRADO","BA","039°09'40""W","16°57'27""S","7 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.459.pdf","PA2023-12.459"
"SIBT","SP0471",1,"Transportadora Americana II","AMERICANA","SP","047°17'10,2""W","22°43'56,1""S","610 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-3000.pdf","PA2013-3000"
"SSAR","RJ0141",1,"SC Araras","PETRÓPOLIS","RJ","043°13'01""W","22°25'38""S","886 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2173.pdf","PA2014-2173"
"SSHM","RS0112",1,"Hospital Moinhos de Vento","PORTO ALEGRE","RS","051°12'33""W","30°01'35""S","82 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10317.pdf","PA2023-10317"
"SIBB","SP0465",1,"Edifício Comendador Alberto Bonfiglioli","SÃO PAULO","SP","046°39'07,87""W","23°33'52""S","894 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.920.pdf","PA2023-12.920"
"SJHT","SP0623",1,"JT Fazenda Santana","VALINHOS","SP","047°02'52""W","23°02'21""S","640 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-2750.pdf","PA2018-2750"
"SWZU","PE0059",1,"Cepasa","JABOATÃO DOS GUARARAPES","PE","035°00'47""W","08°07'42""S","91 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2186.pdf","PA2014-2186"
"","MG0513",1,"DOMINGOS HORTA","NOVA LIMA","MG","043°54'36""W","20°06'56""S","1429 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6207.pdf","PA2021-6207"
"SDOK","SP0396",1,"Casas Bahia","JUNDIAÍ","SP","046°51'57""W","23°14'10""S","764 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-1969.pdf","PA2017-1969"
"SWCU","PA0138",1,"Fazenda Curuá","ALTAMIRA","PA","054°56'08""W","08°00'15""S","268 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0677.pdf","PA2015-0677"
"SJCL","SP0606",1,"Comando Piloto","SÃO JOSÉ DO RIO PARDO","SP","046°52'31""W","21°36'59""S","839 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-4067.pdf","PA2017-4067"
"SDVR","SP0436",1,"Pátio Victor Malzoni","SÃO PAULO","SP","046°40'54""W","23°35'12""S","820 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0176.pdf","PA2015-0176"
"SNFD","RJ0128",1,"Porto Frade","ANGRA DOS REIS","RJ","044°26'40""W","22°58'12""S","5 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-0519.pdf","PA2016-0519"
"SDRV","MS0049",1,"Tenoar","CHAPADÃO DO SUL","MS","052°41'12""W","18°44'54""S","821 m","VFR","Sem Operação","","1000 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5261.pdf","PA2021-5261"
"SNEH","RJ0126",1,"Hospital Samaritano","RIO DE JANEIRO","RJ","043°22'16""W","22°59'33""S","4 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1329.pdf","PA2016-1329"
"SJAJ","PR0115",1,"Estação Convention Center","CAMPO LARGO","PR","049°26'04""W","25°26'20""S","946 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.148.pdf","PA2023-12.148"
"SDXM","MG0474",1,"Monte Cristo","MONTE BELO","MG","046°24'03""W","21°21'47""S","911 m","VFR","VFR","","799 m","23 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2381.pdf","PA2020-2381"
"SIRZ","SP0548",1,"Condomínio Faria Lima - Pinheiros","SÃO PAULO","SP","046°41'28""W","23°34'10""S","827 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.276.pdf","PA2023-11.276"
"SNYQ","SP0740",1,"Parque Empresarial Campinas ","CAMPINAS","SP","047°02'03""W","22°50'19""S","656 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-1292.pdf","PA2014-1292"
"","SC0224",1,"Bon Voyage","POMERODE","SC","049°10'26""W","26°45'39""S","59 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.046.pdf","PA2023-12.046"
"SDEA","SP0313",1,"Edifício HSBC Tower","SÃO PAULO","SP","046°41'02""W","23°34'59""S","798 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-2551.pdf","PA2013-2551"
"","GO0331",1,"Muranno","ANÁPOLIS","GO","049°02'25""W","16°18'53""S","870 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8929.pdf","PA2022-8929"
"SJQR","PE0038",1,"Rincão do Céu","IGARASSU","PE","034°50'56""W","07°50'46""S","57 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.322.pdf","PA2023-12.322"
"SBOF","MS0478",1,"FAZENDA BANDEIRANTES","CHAPADÃO DO SUL","MS","052°32'00""W","19°19'07""S","534 m","VFR","Sem Operação","","1150 m","23 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2635.pdf","PA2020-2635"
"","AB0234",1,"VALARIS DS-17","","","","","36 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.760.pdf","PA2023-11.760"
"SSOR","BA0246",1,"Ages Jacobina","JACOBINA","BA","040°34'28,9""W","11°09'24,1""S","566 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-0924.pdf","PA2019-0924"
"SNDF","PR0065",1,"Fecularia Lopes","ITAÚNA DO SUL","PR","052°52'37""W","22°46'00""S","425 m","VFR","Sem Operação","","780 m","25 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0932.pdf","PA2017-0932"
"SWQT","MT0383",1,"Fazenda São Nicolau","COTRIGUAÇU","MT","058°13'51""W","09°51'45""S","221 m","","","","930 m","20 m","8/F/C/Y/U","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8262.pdf","PA2022-8262"
"SDHL","RJ0041",1,"Lagoa","RIO DE JANEIRO","RJ","043°12'59""W","22°58'29""S","3 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2012-2590.pdf","PA2012-2590"
"SWQZ","SP0827",1,"Portofino","CAMPOS DO JORDÃO","SP","045°36'31""W","22°42'33""S","1675 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4617.pdf","PA2021-4617"
"","AB0026",1,"HUGIN EXPLORER","","","","","22 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4003.pdf","PA2021-4003"
"SNIJ","SP0229",1,"Joca Viol","BIRIGUI","SP","050°24'41,8""W","21°16'59,2""S","447 m","VFR","Sem Operação","","500 m","18 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-2262.pdf","PA2015-2262"
"SJDO","SP0610",1,"Maroum","ILHABELA","SP","045°22'17""W","23°49'19""S","3 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1406.pdf","PA2015-1406"
"SJFZ","RR0114",1,"Miraflores","BOA VISTA","RR","060°39'06""W","02°50'25""N","80 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0154.pdf","PA2017-0154"
"","AB0158",1,"PLATAFORMA VIII (P-08)","","","","","25,8 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9497.pdf","PA2022-9497"
"","GO0376",1,"HELIPONTO CEL ENERGIA","TRINDADE","GO","049°29'28""W","16°34'39""S"," m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.806.pdf","PA2024-13.806"
"SDGU","ES0046",1,"GROTTA DEL CARAVAGGIO","SANTA TERESA","ES","040°39'26""W","19°54'49""S","823 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-0586.pdf","PA2020-0586"
"","AB0191",1,"GEOHOLM","","","","","22,9 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.578.pdf","PA2024-13.578"
"SJHC","RJ0106",1,"Canal","CABO FRIO","RJ","042°00'41""W","22°52'19""S","2 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3180.pdf","PA2020-3180"
"SIYZ","SP0580",1,"Condomínio Edifício Berrini 1681","SÃO PAULO","SP","046°41'40""W","23°36'41""S","785 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.440.pdf","PA2023-12.440"
"SIGH","SC0051",1,"Igarashi","PAPANDUVA","SC","050°09'53""W","26°23'34,2""S","815 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3128.pdf","PA2017-3128"
"SSGI","CE0058",1,"LC CORPORATE GREEN TOWER","FORTALEZA","CE","038°30'16""W","03°43'36""S","92 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-0120.pdf","PA2014-0120"
"","AB0104",1,"FPSO CIDADE DE SÃO PAULO","","","","","23,4 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6175.pdf","PA2021-6175"
"","AB0150",1,"FPSO BRAVO","","","","","45 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8664.pdf","PA2022-8664"
"SWLO","SC0098",1,"Hospital São José","JARAGUÁ DO SUL","SC","049°05'05""W","26°29'20""S","60 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.979.pdf","PA2023-11.979"
"","MT0948",1,"Fazenda Mercúrio","FELIZ NATAL","MT","054°24'01""W","12°10'59""S","362 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.238.pdf","PA2023-12.238"
"SWKA","MG0199",1,"Fazenda Cachoeira 2","BURITIZEIRO","MG","045°05'38""W","17°23'23""S","699 m","VFR","Sem Operação","","1100 m","30 m","4000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.314.pdf","PA2023-11.314"
"SNLU","RO0044",1,"Santa Luzia D'Oeste Tradição","SANTA LUZIA D'OESTE","RO","061°47'34""W","11°54'17""S","249 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1173.pdf","PA2015-1173"
"SJTI","CE0045",1,"Josidith","PACAJUS","CE","038°29'18""W","04°08'27""S","80 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.572.pdf","PA2023-12.572"
"","AB0144",1,"CENTRAL DE ENCHOVA","","","","","22,4 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8577.pdf","PA2022-8577"
